rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
7,"(25, 20, 10)",9,139,15,34,16,8,6.66,0.34,11.14,74.19,-0.08
11,"(25, 20, 10)",9,139,15,34,16,8,4.27,0.3,14.08,60.12,-0.23
5,"(25, 20, 10)",9,139,15,34,16,8,4.74,0.28,9.94,47.12,-0.13
3,"(25, 20, 10)",9,139,15,34,16,8,5.39,0.28,7.91,42.63,-0.18
1,"(25, 20, 10)",9,139,15,34,16,8,5.61,0.28,5.43,30.46,-0.24
9,"(25, 20, 10)",9,139,15,34,16,8,3.02,0.23,7.98,24.1,-0.3
