rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
7,"(25, 20, 10)",9,139,15,34,16,8,6.66,0.34,11.14,74.19,-0.08
4,"(25, 20, 10)",9,139,15,34,16,8,5.44,0.29,10.06,54.73,-0.1
5,"(25, 20, 10)",9,139,15,34,16,8,4.74,0.28,9.94,47.12,-0.13
3,"(25, 20, 10)",9,139,15,34,16,8,5.39,0.28,7.91,42.63,-0.18
1,"(25, 20, 10)",9,139,15,34,16,8,5.61,0.28,5.43,30.46,-0.24
6,"(25, 20, 10)",9,139,15,34,16,8,3.38,0.23,9.01,30.45,-0.21
2,"(25, 20, 10)",9,139,15,34,16,8,3.87,0.23,6.08,23.53,-0.25
